Lead PI,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM44429 dosbiesl1,12/6/2015,12/6/2015,11/30/2015,12,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,1/8/2016,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Catalog,CAM44429 dosbiesl1,,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,12/6/2015,11/30/2015,24,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,,12/6/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,12/3/2015,12/3/2015,11/30/2015,66,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,,12/3/2015,11/30/2015,22,Online Search,Web
Treadclimber,CAM44435 dosg2egl1mx,,12/3/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,12/4/2015,12/4/2015,11/30/2015,17,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,,12/4/2015,11/30/2015,21,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,12/5/2015,12/5/2015,11/30/2015,7,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,,12/5/2015,11/30/2015,26,Online Search,Web
Treadclimber,CAM44435 dosg2egl1mx,,12/5/2015,11/30/2015,3,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,12/6/2015,12/6/2015,11/30/2015,9,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,,12/6/2015,11/30/2015,36,Online Search,Web
Treadclimber,CAM44435 dosg2egl1mx,,12/6/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,12/3/2015,12/3/2015,11/30/2015,133,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,12/4/2015,12/3/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,1/6/2016,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,12/4/2015,12/4/2015,11/30/2015,25,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,1/12/2016,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,12/5/2015,12/5/2015,11/30/2015,24,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,12/6/2015,12/6/2015,11/30/2015,20,Online Search,Web
Treadclimber,CAM44489 icaosgctml2,12/4/2015,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/3/2015,12/3/2015,11/30/2015,105,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/4/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/7/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/9/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/14/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,1/29/2016,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,12/3/2015,11/30/2015,31,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/4/2015,12/4/2015,11/30/2015,34,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/26/2015,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,12/4/2015,11/30/2015,28,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/5/2015,12/5/2015,11/30/2015,24,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,1/29/2016,12/5/2015,11/30/2015,1,Online Search,Web
Bowflex Catalog,CAM44497 dosg2esl1,,12/5/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,12/5/2015,11/30/2015,43,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,12/5/2015,11/30/2015,3,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,12/6/2015,12/6/2015,11/30/2015,23,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,12/6/2015,11/30/2015,63,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,12/6/2015,11/30/2015,3,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,12/3/2015,12/3/2015,11/30/2015,35,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,12/7/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,12/16/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,1/8/2016,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,,12/3/2015,11/30/2015,7,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,12/4/2015,12/4/2015,11/30/2015,17,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,,12/4/2015,11/30/2015,4,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,12/5/2015,12/5/2015,11/30/2015,6,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,,12/5/2015,11/30/2015,8,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,12/6/2015,12/6/2015,11/30/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,,12/6/2015,11/30/2015,12,Online Search,Web
Treadclimber,CAM44520 dosbiegl1mx,,12/6/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,12/3/2015,12/3/2015,11/30/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,12/4/2015,12/4/2015,11/30/2015,4,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,12/6/2015,12/6/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,12/3/2015,12/3/2015,11/30/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,12/4/2015,12/4/2015,11/30/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,12/4/2015,11/30/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,12/5/2015,12/5/2015,11/30/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,12/5/2015,11/30/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,12/6/2015,11/30/2015,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44539 SAWDOSG2EMOBILE2,,12/6/2015,11/30/2015,1,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44543 dosbiesl3,,12/5/2015,11/30/2015,2,Online Search,Web
Treadclimber,CAM44543 dosbiesl3,,12/5/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,12/3/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,12/5/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,12/6/2015,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,12/6/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,12/3/2015,11/30/2015,9,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,12/4/2015,11/30/2015,9,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,12/5/2015,11/30/2015,4,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,12/6/2015,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,12/6/2015,11/30/2015,10,Online Search,Web
Bowflex Max Trainer,CAM44564 dosbiesl4,,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44564 dosbiesl4,,12/5/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,12/5/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,12/6/2015,11/30/2015,3,Online Search,Web
Treadclimber,CAM44565 dosbiesl5,,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44678 dosg2dsl21,,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44678 dosg2dsl21,,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44678 dosg2dsl21,,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,12/3/2015,12/3/2015,11/30/2015,38,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,,12/3/2015,11/30/2015,8,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,12/4/2015,12/4/2015,11/30/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,,12/4/2015,11/30/2015,7,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,12/5/2015,12/5/2015,11/30/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,,12/5/2015,11/30/2015,10,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,12/6/2015,12/6/2015,11/30/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,1/21/2016,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,,12/6/2015,11/30/2015,2,Online Search,Web
Treadclimber,CAM44966 icaosbctml1,12/4/2015,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,12/3/2015,12/3/2015,11/30/2015,126,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,12/4/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,,12/3/2015,11/30/2015,23,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,12/4/2015,12/4/2015,11/30/2015,32,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,12/14/2015,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,1/22/2016,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,,12/4/2015,11/30/2015,25,Online Search,Web
Treadclimber,CAM45009 dosg2eml1,,12/4/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,12/5/2015,12/5/2015,11/30/2015,19,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,,12/5/2015,11/30/2015,29,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,12/6/2015,12/6/2015,11/30/2015,23,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,,12/6/2015,11/30/2015,25,Online Search,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,12/3/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,12/4/2015,12/4/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,12/4/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,12/5/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM45729 DOSG2ESL6,,12/5/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,12/6/2015,11/30/2015,4,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,12/3/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,12/3/2015,11/30/2015,3,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,12/4/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,12/5/2015,11/30/2015,4,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45731 DOSBIESL6,12/3/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45731 DOSBIESL6,,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,12/5/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,12/6/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45839 ICAOSGCESL6,12/4/2015,12/4/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/3/2015,12/3/2015,11/30/2015,104,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/7/2015,12/3/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/30/2015,12/3/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,12/3/2015,11/30/2015,3,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/4/2015,12/4/2015,11/30/2015,63,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/6/2015,12/4/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/5/2015,12/5/2015,11/30/2015,19,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/6/2015,12/5/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,12/5/2015,11/30/2015,4,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/6/2015,12/6/2015,11/30/2015,35,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,12/8/2015,12/6/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,12/6/2015,11/30/2015,4,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,12/3/2015,12/3/2015,11/30/2015,13,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,12/3/2015,11/30/2015,4,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,12/4/2015,12/4/2015,11/30/2015,9,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,12/4/2015,11/30/2015,1,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,12/5/2015,12/5/2015,11/30/2015,8,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,12/6/2015,12/6/2015,11/30/2015,6,Online Search,Web
Treadclimber,CAM46146 DOSBITSL17,,12/6/2015,11/30/2015,2,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,12/3/2015,12/3/2015,11/30/2015,30,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,12/17/2015,12/3/2015,11/30/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,12/3/2015,11/30/2015,8,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,12/4/2015,12/4/2015,11/30/2015,13,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,12/4/2015,11/30/2015,7,Online Search,Web
